NAME_KR,NAME_EN,START_DATE,END_DATE,LOCATION,DESCRIPTION_KR,DESCRIPTION_EN,TARGET_INDUSTRY_KR,TARGET_INDUSTRY_EN,ORGANIZER,PERIODICITY,SITE_LINK,BOOTH_MAP
"홍콩 스포츠·레저 엑스포 2025","Hong Kong Sports & Leisure Expo 2025","2025-07-16","2025-07-22","Hong Kong Convention & Exhibition Centre, 1 Expo Drive, Wan Chai, Hong Kong","다양한 스포츠 및 레저 브랜드, 제품과 체험형 액티비티를 선보이며, 무료 체험 기회도 함께 제공됩니다.","The HKTDC Hong Kong Sports and Leisure Expo presents a variety of sports and leisure brands, products and experiences, along with a number of free trials.","스포츠용품 · 레저용품 · 체험형 액티비티","Sports goods · Leisure products · Experiential activities","Hong Kong Trade Development Council (HKTDC)","Annual","https://www.hktdc.com/event/hksportsleisureexpo/en/fair-at-a-glance",""
