NAME_KR,NAME_EN,DESCRIPTION_KR,DESCRIPTION_EN,KEYWORDS_KR,KEYWORDS_EN,IMAGE_URL,COMPANY_NAME_EN,INDUSTRY_NAME_KR,INDUSTRY_NAME_EN
ChuanCheng Fu Tea (Dark Tea) 900g,ChuanCheng Fu Tea (Dark Tea) 900g,"What is ""XIANG-YI"" Brand Fu-brick Tea?; The original name of ""XIANG-YI"" Brand Fu Tea is called ""XIANG-YI"" Brand Fuzhuan Cha.  ""Zhuan"" means “brick” in Chinese.  The tea used ""Hei-Mao-Cha"" as raw-material (an through de-enzyme, rolling , pile fermentation , dry and maturing storing process organic tea raw-material).; This tea is called Fuzhuan Cha since tea is always processed and compressed into brick form. Some of you might wonder, what is the meaning of “Fu”?  Fu Tea was once known as Hu Cha because it was produced in Hu-Nan province YIYANG City.  It was later given the name Fu Tea because in the old days, the tea makers of Fu Tea specially selected Fu-day to process the tea. Fu-day is the hottest day in summer. There are only 3 Fu-day in every lunar year.; Especially, ""XIANGYI"" Brand Fu-Brick Tea through a unique fermentation processing, contains ""golden flower"" produced by an advantageous microorganism named Eurotium cristatum, Which is of great benefit to human health and is the main factor of making the unique quality of Fu Tea. There are element A and B in ""golden flower"" which have the effective pharmacology health care and the pathology prevention function to promote the human body metabolism, enhance human body physique, delay aging, and so on.; The tea steeps up a light golden color, with a hint of red. The liquor is sweet, mild, smooth with a hint of new mown hay. this is an extremely pleasant all-day drinking tea. It is also a probiotic tea.","What is ""XIANG-YI"" Brand Fu-brick Tea?; The original name of ""XIANG-YI"" Brand Fu Tea is called ""XIANG-YI"" Brand Fuzhuan Cha.  ""Zhuan"" means “brick” in Chinese.  The tea used ""Hei-Mao-Cha"" as raw-material (an through de-enzyme, rolling , pile fermentation , dry and maturing storing process organic tea raw-material).; This tea is called Fuzhuan Cha since tea is always processed and compressed into brick form. Some of you might wonder, what is the meaning of “Fu”?  Fu Tea was once known as Hu Cha because it was produced in Hu-Nan province YIYANG City.  It was later given the name Fu Tea because in the old days, the tea makers of Fu Tea specially selected Fu-day to process the tea. Fu-day is the hottest day in summer. There are only 3 Fu-day in every lunar year.; Especially, ""XIANGYI"" Brand Fu-Brick Tea through a unique fermentation processing, contains ""golden flower"" produced by an advantageous microorganism named Eurotium cristatum, Which is of great benefit to human health and is the main factor of making the unique quality of Fu Tea. There are element A and B in ""golden flower"" which have the effective pharmacology health care and the pathology prevention function to promote the human body metabolism, enhance human body physique, delay aging, and so on.; The tea steeps up a light golden color, with a hint of red. The liquor is sweet, mild, smooth with a hint of new mown hay. this is an extremely pleasant all-day drinking tea. It is also a probiotic tea.",,,https://sourcing-media.hktdc.com/product-original/ChuanCheng-20Fu-20Tea-20-Dark-20Tea-20900g/166e9c2150834dec9a0afdff11e5712b,Yiyang Tea Factory Co Ltd,"Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others","Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others"
Compressed Brick Tea Gift Set 42g,Compressed Brick Tea Gift Set 42g,"The Class of Raw-material of Tea: First Grade; 外形; Tea A ppearance; 汤色; Tea Liquor Color; 香气; Tea Aroma; 滋味; Tea Flavour; 叶底; H as soaked tea dregs; 1.砖面平整、厚薄一致（Rectangular & normal brick）;; 2.松紧适度（Well compressed brick）;; 3.色泽黑褐尚润(Black auburn & approach bloom tea leaf colour);; 4.条索紧卷(Tightly curled tea leaf);; 5.砖内金花茂盛、颗粒饱满、色泽金黄(Tea brick inside,which overall bestrew golden-flora probiotics. ); 1.橙红 (Orange red);; 2.明亮 (Very bright); 1.菌花香纯正 (Golden flora fungus aroma purely);; 2.花香显 (Flowery aroma showy); 1. 醇和（ Mellow ） ;; 2.回甘（Sweet after taste）; 1. 黄褐 (Yellowish auburn);; 2. 亮 (Bright);; 3. 尚匀齐 (Even approach); Xiang-Yi Fuzhuan Cha; Carefully picked and expertly fermented, these bricks of Fuzhuan Cha will make an incredible gift for relatives, friends, and family members. Coming in a compact brick form and carefully packed in a sophisticated gift box, this Fuzhuan Cha, once separated into chunks and brewed presents a light golden liquor delivers a mellow, mild and subtly sweet taste to the mouth. Surprise tea-loving friends and tea enthusiasts with this premium-quality tea.","The Class of Raw-material of Tea: First Grade; 外形; Tea A ppearance; 汤色; Tea Liquor Color; 香气; Tea Aroma; 滋味; Tea Flavour; 叶底; H as soaked tea dregs; 1.砖面平整、厚薄一致（Rectangular & normal brick）;; 2.松紧适度（Well compressed brick）;; 3.色泽黑褐尚润(Black auburn & approach bloom tea leaf colour);; 4.条索紧卷(Tightly curled tea leaf);; 5.砖内金花茂盛、颗粒饱满、色泽金黄(Tea brick inside,which overall bestrew golden-flora probiotics. ); 1.橙红 (Orange red);; 2.明亮 (Very bright); 1.菌花香纯正 (Golden flora fungus aroma purely);; 2.花香显 (Flowery aroma showy); 1. 醇和（ Mellow ） ;; 2.回甘（Sweet after taste）; 1. 黄褐 (Yellowish auburn);; 2. 亮 (Bright);; 3. 尚匀齐 (Even approach); Xiang-Yi Fuzhuan Cha; Carefully picked and expertly fermented, these bricks of Fuzhuan Cha will make an incredible gift for relatives, friends, and family members. Coming in a compact brick form and carefully packed in a sophisticated gift box, this Fuzhuan Cha, once separated into chunks and brewed presents a light golden liquor delivers a mellow, mild and subtly sweet taste to the mouth. Surprise tea-loving friends and tea enthusiasts with this premium-quality tea.",,,,Yiyang Tea Factory Co Ltd,"Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others","Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others"
FuZhiYuan FU Tea(Dark Tea)500g,FuZhiYuan FU Tea(Dark Tea)500g,"What is ""XIANG-YI"" Brand Fu-brick Tea?; The original name of ""XIANG-YI"" Brand Fu Tea is called ""XIANG-YI"" Brand Fuzhuan Cha.  ""Zhuan"" means “brick” in Chinese.  The tea used ""Hei-Mao-Cha"" as raw-material (an through de-enzyme, rolling , pile fermentation , dry and maturing stroing process organic tea raw-material).; This tea is called Fuzhuan Cha since tea is always processed and compressed into brick form. Some of you might wonder, what is the meaning of “Fu”?  Fu Tea was once known as Hu Cha because it was produced in Hu-Nan province YIYANG City.  It was later given the name Fu Tea because in the old days, the tea makers of Fu Tea specially selected Fu-day to process the tea. Fu-day is the hottest day in summer. There are only 3 Fu-day in every lunar year.; Especially, ""XIANGYI"" Brand Fu-Brick Tea through a unique fermentation processing, contains ""golden flower"" produced by an advantageous microorganism named Eurotium cristatum, Which is of great benefit to human health and is the main factor of making the unique quality of Fu Tea. There are element A and B in ""golden flower"" which have the effective pharmacology health care and the pathology prevention function to promote the human body metabolism, enhance human body physique, delay aging, and so on.; The tea steeps up a light golden color, with a hint of red. The liquor is sweet, mild, smooth with a hint of new mown hay. this is an extremely pleasant all-day dringking tea. It is also a probiotic tea.","What is ""XIANG-YI"" Brand Fu-brick Tea?; The original name of ""XIANG-YI"" Brand Fu Tea is called ""XIANG-YI"" Brand Fuzhuan Cha.  ""Zhuan"" means “brick” in Chinese.  The tea used ""Hei-Mao-Cha"" as raw-material (an through de-enzyme, rolling , pile fermentation , dry and maturing stroing process organic tea raw-material).; This tea is called Fuzhuan Cha since tea is always processed and compressed into brick form. Some of you might wonder, what is the meaning of “Fu”?  Fu Tea was once known as Hu Cha because it was produced in Hu-Nan province YIYANG City.  It was later given the name Fu Tea because in the old days, the tea makers of Fu Tea specially selected Fu-day to process the tea. Fu-day is the hottest day in summer. There are only 3 Fu-day in every lunar year.; Especially, ""XIANGYI"" Brand Fu-Brick Tea through a unique fermentation processing, contains ""golden flower"" produced by an advantageous microorganism named Eurotium cristatum, Which is of great benefit to human health and is the main factor of making the unique quality of Fu Tea. There are element A and B in ""golden flower"" which have the effective pharmacology health care and the pathology prevention function to promote the human body metabolism, enhance human body physique, delay aging, and so on.; The tea steeps up a light golden color, with a hint of red. The liquor is sweet, mild, smooth with a hint of new mown hay. this is an extremely pleasant all-day dringking tea. It is also a probiotic tea.",,,https://sourcing-media.hktdc.com/product-original/FuZhiYuan-20FU-20Tea-Dark-20Tea-500g/0f395cefd27c4d8c89a28bcc8a9a904c,Yiyang Tea Factory Co Ltd,"Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others","Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others"
Yi Pin Fu Tea (Dark Tea)400g,Yi Pin Fu Tea (Dark Tea)400g,"400g Yi Pin Fu tea is made of first-grade tea raw materials with a net weight of 400g. Its brick surface is neat and well compacted, the golden flower inside the brick is luxuriant and big. This product has been deeply loved by consumers since it was produced in 2005. It is the first premium Fu Tea  produced by Yiyang Tea Processing Factory Co.,Ltd, it's the classic one. The scientific name of ""Golden Flower"" is ""Eurotium cristatum"". It is a kind of microbial colony that is beneficial to the regulation of human physiological functions. ""Golden Flower"" is granular and has strong digestion promotion, blood lipid reduction, and metabolism adjustment. In a word, this healthy product is worth sharing with friends and family.; What is ""XIANG-YI"" Brand Fu-brick Tea?; The original name of ""XIANG-YI"" Brand Fu Tea is called ""XIANG-YI"" Brand Fuzhuan Cha.  ""Zhuan"" means “brick” in Chinese.  The tea used ""Hei-Mao-Cha"" as raw-material (an through de-enzyme, rolling , pile fermentation , dry and maturing storing process organic tea raw-material).; This tea is called Fuzhuan Cha since tea is always processed and compressed into brick form. Some of you might wonder, what is the meaning of “Fu”?  Fu Tea was once known as Hu Cha because it was produced in Hu-Nan province YIYANG City.  It was later given the name Fu Tea because in the old days, the tea makers of Fu Tea specially selected Fu-day to process the tea. Fu-day is the hottest day in summer. There are only 3 Fu-day in every lunar year.; Especially, ""XIANGYI"" Brand Fu-Brick Tea through a unique fermentation processing, contains ""golden flower"" produced by an advantageous microorganism named Eurotium cristatum, Which is of great benefit to human health and is the main factor of making the unique quality of Fu Tea. There are element A and B in ""golden flower"" which have the effective pharmacology health care and the pathology prevention function to promote the human body metabolism, enhance human body physique, delay aging, and so on.; The tea steeps up a light golden color, with a hint of red. The liquor is sweet, mild, smooth with a hint of new mown hay. this is an extremely pleasant all-day drinking tea. It is also a probiotic tea.","400g Yi Pin Fu tea is made of first-grade tea raw materials with a net weight of 400g. Its brick surface is neat and well compacted, the golden flower inside the brick is luxuriant and big. This product has been deeply loved by consumers since it was produced in 2005. It is the first premium Fu Tea  produced by Yiyang Tea Processing Factory Co.,Ltd, it's the classic one. The scientific name of ""Golden Flower"" is ""Eurotium cristatum"". It is a kind of microbial colony that is beneficial to the regulation of human physiological functions. ""Golden Flower"" is granular and has strong digestion promotion, blood lipid reduction, and metabolism adjustment. In a word, this healthy product is worth sharing with friends and family.; What is ""XIANG-YI"" Brand Fu-brick Tea?; The original name of ""XIANG-YI"" Brand Fu Tea is called ""XIANG-YI"" Brand Fuzhuan Cha.  ""Zhuan"" means “brick” in Chinese.  The tea used ""Hei-Mao-Cha"" as raw-material (an through de-enzyme, rolling , pile fermentation , dry and maturing storing process organic tea raw-material).; This tea is called Fuzhuan Cha since tea is always processed and compressed into brick form. Some of you might wonder, what is the meaning of “Fu”?  Fu Tea was once known as Hu Cha because it was produced in Hu-Nan province YIYANG City.  It was later given the name Fu Tea because in the old days, the tea makers of Fu Tea specially selected Fu-day to process the tea. Fu-day is the hottest day in summer. There are only 3 Fu-day in every lunar year.; Especially, ""XIANGYI"" Brand Fu-Brick Tea through a unique fermentation processing, contains ""golden flower"" produced by an advantageous microorganism named Eurotium cristatum, Which is of great benefit to human health and is the main factor of making the unique quality of Fu Tea. There are element A and B in ""golden flower"" which have the effective pharmacology health care and the pathology prevention function to promote the human body metabolism, enhance human body physique, delay aging, and so on.; The tea steeps up a light golden color, with a hint of red. The liquor is sweet, mild, smooth with a hint of new mown hay. this is an extremely pleasant all-day drinking tea. It is also a probiotic tea.",,,https://sourcing-media.hktdc.com/product-original/Yi-20Pin-20Fu-20Tea-20-Dark-20Tea-400g/3b3f54c7d02f4413b44e99e6d14fb73a,Yiyang Tea Factory Co Ltd,"Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others","Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others"
TianJian Tea(Dark Tea)1kg,TianJian Tea(Dark Tea)1kg,TianJian Tea(Dark Tea)1kg,TianJian Tea(Dark Tea)1kg,,,https://sourcing-media.hktdc.com/product-original/TianJian-20Tea-Dark-20Tea-1kg/c7501d806d564f68a9ae32ba472f2b2d,Yiyang Tea Factory Co Ltd,"Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others","Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others"
YiYunLiuxiang Fu Tea 56g,YiYunLiuxiang Fu Tea 56g,"What is ""XIANG-YI"" Brand Fu-brick Tea?; The original name of ""XIANG-YI"" Brand Fu Tea is called ""XIANG-YI"" Brand Fuzhuan Cha.  ""Zhuan"" means “brick” in Chinese.  The tea used ""Hei-Mao-Cha"" as raw-material (an through de-enzyme, rolling , pile fermentation , dry and maturing stroing process organic tea raw-material).; This tea is called Fuzhuan Cha since tea is always processed and compressed into brick form. Some of you might wonder, what is the meaning of “Fu”?  Fu Tea was once known as Hu Cha because it was produced in Hu-Nan province YIYANG City.  It was later given the name Fu Tea because in the old days, the tea makers of Fu Tea specially selected Fu-day to process the tea. Fu-day is the hottest day in summer. There are only 3 Fu-day in every lunar year.; Especially, ""XIANGYI"" Brand Fu-Brick Tea through a unique fermentation processing, contains ""golden flower"" produced by an advantageous microorganism named Eurotium cristatum, Which is of great benefit to human health and is the main factor of making the unique quality of Fu Tea. There are element A and B in ""golden flower"" which have the effective pharmacology health care and the pathology prevention function to promote the human body metabolism, enhance human body physique, delay aging, and so on.; The tea steeps up a light golden color, with a hint of red. The liquor is sweet, mild, smooth with a hint of new mown hay. this is an extremely pleasant all-day dringking tea. It is also a probiotic tea.","What is ""XIANG-YI"" Brand Fu-brick Tea?; The original name of ""XIANG-YI"" Brand Fu Tea is called ""XIANG-YI"" Brand Fuzhuan Cha.  ""Zhuan"" means “brick” in Chinese.  The tea used ""Hei-Mao-Cha"" as raw-material (an through de-enzyme, rolling , pile fermentation , dry and maturing stroing process organic tea raw-material).; This tea is called Fuzhuan Cha since tea is always processed and compressed into brick form. Some of you might wonder, what is the meaning of “Fu”?  Fu Tea was once known as Hu Cha because it was produced in Hu-Nan province YIYANG City.  It was later given the name Fu Tea because in the old days, the tea makers of Fu Tea specially selected Fu-day to process the tea. Fu-day is the hottest day in summer. There are only 3 Fu-day in every lunar year.; Especially, ""XIANGYI"" Brand Fu-Brick Tea through a unique fermentation processing, contains ""golden flower"" produced by an advantageous microorganism named Eurotium cristatum, Which is of great benefit to human health and is the main factor of making the unique quality of Fu Tea. There are element A and B in ""golden flower"" which have the effective pharmacology health care and the pathology prevention function to promote the human body metabolism, enhance human body physique, delay aging, and so on.; The tea steeps up a light golden color, with a hint of red. The liquor is sweet, mild, smooth with a hint of new mown hay. this is an extremely pleasant all-day dringking tea. It is also a probiotic tea.",,,https://sourcing-media.hktdc.com/product-original/YiYunLiuxiang-20Fu-20Tea-2056g/1e5c5d89dd70434a87c9f0a394a9c028,Yiyang Tea Factory Co Ltd,"Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others","Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others"
Yi Pin Fu Tea (Dark Tea)1KG,Yi Pin Fu Tea (Dark Tea)1KG,"1KG Yi Pin Fu tea is made of first-grade tea raw materials stored for more than two years, with a net weight of 1KG. Its brick surface is neat and well compacted, the golden flower inside the brick is luxuriant and big. Its liquid is clear and bright with amber color, mellow taste, fat and strong leaf bottom, excellent quality. The scientific name of ""Golden Flower"" is ""Eurotium cristatum"". It is a kind of microbial colony that is beneficial to the regulation of human physiological functions. ""Golden Flower"" is granular and has strong digestion promotion, blood lipid reduction, and metabolism adjustment. In a word, this healthy beverage is worth sharing with friends and family.; What is ""XIANG-YI"" Brand Fu-brick Tea?; The original name of ""XIANG-YI"" Brand Fu Tea is called ""XIANG-YI"" Brand Fuzhuan Cha.  ""Zhuan"" means “brick” in Chinese.  The tea used ""Hei-Mao-Cha"" as raw-material (an through de-enzyme, rolling , pile fermentation , dry and maturing storing process organic tea raw-material).; This tea is called Fuzhuan Cha since tea is always processed and compressed into brick form. Some of you might wonder, what is the meaning of “Fu”?  Fu Tea was once known as Hu Cha because it was produced in Hu-Nan province YIYANG City.  It was later given the name Fu Tea because in the old days, the tea makers of Fu Tea specially selected Fu-day to process the tea. Fu-day is the hottest day in summer. There are only 3 Fu-day in every lunar year.; Especially, ""XIANGYI"" Brand Fu-Brick Tea through a unique fermentation processing, contains ""golden flower"" produced by an advantageous microorganism named Eurotium cristatum, Which is of great benefit to human health and is the main factor of making the unique quality of Fu Tea. There are element A and B in ""golden flower"" which have the effective pharmacology health care and the pathology prevention function to promote the human body metabolism, enhance human body physique, delay aging, and so on.; The tea steeps up a light golden color, with a hint of red. The liquor is sweet, mild, smooth with a hint of new mown hay. this is an extremely pleasant all-day drinking tea. It is also a probiotic tea.","1KG Yi Pin Fu tea is made of first-grade tea raw materials stored for more than two years, with a net weight of 1KG. Its brick surface is neat and well compacted, the golden flower inside the brick is luxuriant and big. Its liquid is clear and bright with amber color, mellow taste, fat and strong leaf bottom, excellent quality. The scientific name of ""Golden Flower"" is ""Eurotium cristatum"". It is a kind of microbial colony that is beneficial to the regulation of human physiological functions. ""Golden Flower"" is granular and has strong digestion promotion, blood lipid reduction, and metabolism adjustment. In a word, this healthy beverage is worth sharing with friends and family.; What is ""XIANG-YI"" Brand Fu-brick Tea?; The original name of ""XIANG-YI"" Brand Fu Tea is called ""XIANG-YI"" Brand Fuzhuan Cha.  ""Zhuan"" means “brick” in Chinese.  The tea used ""Hei-Mao-Cha"" as raw-material (an through de-enzyme, rolling , pile fermentation , dry and maturing storing process organic tea raw-material).; This tea is called Fuzhuan Cha since tea is always processed and compressed into brick form. Some of you might wonder, what is the meaning of “Fu”?  Fu Tea was once known as Hu Cha because it was produced in Hu-Nan province YIYANG City.  It was later given the name Fu Tea because in the old days, the tea makers of Fu Tea specially selected Fu-day to process the tea. Fu-day is the hottest day in summer. There are only 3 Fu-day in every lunar year.; Especially, ""XIANGYI"" Brand Fu-Brick Tea through a unique fermentation processing, contains ""golden flower"" produced by an advantageous microorganism named Eurotium cristatum, Which is of great benefit to human health and is the main factor of making the unique quality of Fu Tea. There are element A and B in ""golden flower"" which have the effective pharmacology health care and the pathology prevention function to promote the human body metabolism, enhance human body physique, delay aging, and so on.; The tea steeps up a light golden color, with a hint of red. The liquor is sweet, mild, smooth with a hint of new mown hay. this is an extremely pleasant all-day drinking tea. It is also a probiotic tea.",,,https://sourcing-media.hktdc.com/product-original/Yi-20Pin-20Fu-20Tea-20-Dark-20Tea-1KG/906a91d723b742348b70746ebe2d283f,Yiyang Tea Factory Co Ltd,"Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others","Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others"
Classical 1958  Fu Tea 900g,Classical 1958  Fu Tea 900g,"What is ""XIANG-YI"" Brand Fu-brick Tea?; The original name of ""XIANG-YI"" Brand Fu Tea is called ""XIANG-YI"" Brand Fuzhuan Cha.  ""Zhuan"" means “brick” in Chinese.  The tea used ""Hei-Mao-Cha"" as raw-material (an through de-enzyme, rolling , pile fermentation , dry and maturing storing process organic tea raw-material).; This tea is called Fuzhuan Cha since tea is always processed and compressed into brick form. Some of you might wonder, what is the meaning of “Fu”?  Fu Tea was once known as Hu Cha because it was produced in Hu-Nan province YIYANG City.  It was later given the name Fu Tea because in the old days, the tea makers of Fu Tea specially selected Fu-day to process the tea. Fu-day is the hottest day in summer. There are only 3 Fu-day in every lunar year.; Especially, ""XIANGYI"" Brand Fu-Brick Tea through a unique fermentation processing, contains ""golden flower"" produced by an advantageous microorganism named Eurotium cristatum, Which is of great benefit to human health and is the main factor of making the unique quality of Fu Tea. There are element A and B in ""golden flower"" which have the effective pharmacology health care and the pathology prevention function to promote the human body metabolism, enhance human body physique, delay aging, and so on.; The tea steeps up a light golden color, with a hint of red. The liquor is sweet, mild, smooth with a hint of new mown hay. this is an extremely pleasant all-day drinking tea. It is also a probiotic tea.","What is ""XIANG-YI"" Brand Fu-brick Tea?; The original name of ""XIANG-YI"" Brand Fu Tea is called ""XIANG-YI"" Brand Fuzhuan Cha.  ""Zhuan"" means “brick” in Chinese.  The tea used ""Hei-Mao-Cha"" as raw-material (an through de-enzyme, rolling , pile fermentation , dry and maturing storing process organic tea raw-material).; This tea is called Fuzhuan Cha since tea is always processed and compressed into brick form. Some of you might wonder, what is the meaning of “Fu”?  Fu Tea was once known as Hu Cha because it was produced in Hu-Nan province YIYANG City.  It was later given the name Fu Tea because in the old days, the tea makers of Fu Tea specially selected Fu-day to process the tea. Fu-day is the hottest day in summer. There are only 3 Fu-day in every lunar year.; Especially, ""XIANGYI"" Brand Fu-Brick Tea through a unique fermentation processing, contains ""golden flower"" produced by an advantageous microorganism named Eurotium cristatum, Which is of great benefit to human health and is the main factor of making the unique quality of Fu Tea. There are element A and B in ""golden flower"" which have the effective pharmacology health care and the pathology prevention function to promote the human body metabolism, enhance human body physique, delay aging, and so on.; The tea steeps up a light golden color, with a hint of red. The liquor is sweet, mild, smooth with a hint of new mown hay. this is an extremely pleasant all-day drinking tea. It is also a probiotic tea.",,,https://sourcing-media.hktdc.com/product-original/Classical-201958-20-20Fu-20Tea-20900g/d059c3c441ed4294a951e31b5c2d08f8,Yiyang Tea Factory Co Ltd,"Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others","Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others"
Fu Tea,Fu Tea,Fu Tea,Fu Tea,,,,Yiyang Tea Factory Co Ltd,"Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others","Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others"
XiangYi Fu Tea (Dark Tea) 400g,XiangYi Fu Tea (Dark Tea) 400g,"The original name of ""XIANG-YI"" Brand Fu Tea is called ""XIANG-YI"" Brand Fuzhuan Cha.  ""Zhuan"" means “brick” in Chinese.  The tea used ""Hei-Mao-Cha"" as raw-material (an through de-enzyme, rolling , pile fermentation , dry and maturing storing process organic tea raw-material).; This tea is called Fuzhuan Cha since tea is always processed and compressed into brick form. Some of you might wonder, what is the meaning of “Fu”?  Fu Tea was once known as Hu Cha because it was produced in Hu-Nan province YIYANG City.  It was later given the name Fu Tea because in the old days, the tea makers of Fu Tea specially selected Fu-day to process the tea. Fu-day is the hottest day in summer. There are only 3 Fu-day in every lunar year.; Especially, ""XIANGYI"" Brand Fu-Brick Tea through a unique fermentation processing, contains ""golden flower"" produced by an advantageous microorganism named Eurotium cristatum, Which is of great benefit to human health and is the main factor of making the unique quality of Fu Tea. There are element A and B in ""golden flower"" which have the effective pharmacology health care and the pathology prevention function to promote the human body metabolism, enhance human body physique, delay aging, and so on.; The tea steeps up a light golden color, with a hint of red. The liquor is sweet, mild, smooth with a hint of new mown hay. this is an extremely pleasant all-day drinking tea. It is also a probiotic tea.","The original name of ""XIANG-YI"" Brand Fu Tea is called ""XIANG-YI"" Brand Fuzhuan Cha.  ""Zhuan"" means “brick” in Chinese.  The tea used ""Hei-Mao-Cha"" as raw-material (an through de-enzyme, rolling , pile fermentation , dry and maturing storing process organic tea raw-material).; This tea is called Fuzhuan Cha since tea is always processed and compressed into brick form. Some of you might wonder, what is the meaning of “Fu”?  Fu Tea was once known as Hu Cha because it was produced in Hu-Nan province YIYANG City.  It was later given the name Fu Tea because in the old days, the tea makers of Fu Tea specially selected Fu-day to process the tea. Fu-day is the hottest day in summer. There are only 3 Fu-day in every lunar year.; Especially, ""XIANGYI"" Brand Fu-Brick Tea through a unique fermentation processing, contains ""golden flower"" produced by an advantageous microorganism named Eurotium cristatum, Which is of great benefit to human health and is the main factor of making the unique quality of Fu Tea. There are element A and B in ""golden flower"" which have the effective pharmacology health care and the pathology prevention function to promote the human body metabolism, enhance human body physique, delay aging, and so on.; The tea steeps up a light golden color, with a hint of red. The liquor is sweet, mild, smooth with a hint of new mown hay. this is an extremely pleasant all-day drinking tea. It is also a probiotic tea.",,,https://sourcing-media.hktdc.com/product-original/XiangYi-20Fu-20Tea-20-Dark-20Tea-20400g/692dcf5413e24438a064a72f08c7de9e,Yiyang Tea Factory Co Ltd,"Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others","Dark Tea; Specializes in premium Fuzhuan tea, a unique fermented dark tea. Our flagship brand, Xiangyi, offers rich, health-beneficial teas crafted with traditional techniques and modern quality control. Products include loose tea, bricks, and gift sets.; Others"
