NAME_KR,NAME_EN,START_DATE,END_DATE,LOCATION,DESCRIPTION_KR,DESCRIPTION_EN,ORGANIZER,PERIODICITY,SITE_LINK,BOOTH_MAP
"ISPO 뮌헨 2025","ISPO Munich 2025","2025-11-30","2025-12-02","Trade Fair Center Messe München, Munich, Germany","글로벌 스포츠 산업을 위한 세계 최대 스포츠 무역전시회로, 내년 주문 시즌을 열어갑니다.","ISPO Munich is the world’s largest sports trade show for the global sports industry … opens in November the order season for the coming year.","Messe München GmbH","Annual","https://www.ispo.com/en/munich",""
